date,AAPL,AMZN,GOOG,META,MSFT,NVDA,UNH
2019-12-05,64.3699185796,87.024,66.2427968477,198.7635816529,143.3979744286,5.1969503484,262.0520677411
2019-12-06,65.6133016744,87.58,66.8657573505,200.4485257389,145.1386821819,5.2823462461,261.3737060055
2019-12-09,64.6947009085,87.4755,67.0123949708,200.7376581561,144.7656733776,5.2823462461,258.901668028
2019-12-10,65.0728057092,86.9605,67.0672593866,200.2690642386,144.5456938264,5.3274093875,260.7487001772
2019-12-11,65.6278441667,87.436,67.0852150136,201.6549058242,145.0908605404,5.4110625118,261.6628878066
2019-12-12,65.7950828286,88.0165,67.3470679071,196.1613898987,146.5637671009,5.5786177281,264.5640342632
2019-12-13,66.6894461073,88.047,67.2253686576,193.5292878945,147.7975654535,5.576625987,266.3084535153
2019-12-16,67.8310317558,88.4605,67.8907243908,197.3278896506,148.753998285,5.6055062323,272.41858512
2019-12-17,67.9643379355,89.533,67.588970104,197.796483568,147.9505947066,5.6836820687,270.9633476691
2019-12-18,67.8019467711,89.2015,67.4642782499,201.8941878246,147.6445362005,5.7140561198,273.2301598522
2019-12-19,67.8698117353,89.614,67.6348567063,205.443537497,148.9261561947,5.8621918608,274.8346524263
2019-12-20,67.7292343094,89.325,67.3131517228,205.6828194973,150.5520920083,5.9595382049,272.9409780511
2019-12-23,68.834463727,89.65,67.2757441666,205.5631784971,150.5520920083,5.9458449851,275.2730893506
2019-12-24,68.8999049425,89.4605,67.0123949708,204.5063496621,150.5233990233,5.9408656325,274.7600248647
2019-12-26,70.2668992221,93.4385,67.8523192997,207.1683619164,151.757197376,5.9550567875,275.7954822817
2019-12-27,70.2402379862,93.49,67.4278682285,207.4774345002,152.0345628971,5.8972962969,276.0939925281
2019-12-30,70.6571227665,92.3445,66.642309548,203.7984737443,150.724249918,5.7840160244,274.1163621461
2019-12-31,71.1733812445,92.392,66.6862010807,204.6359607457,150.8294575294,5.8582083787,274.2376319336
2020-01-02,72.7972928887,94.9005,68.1999601888,209.1524085029,153.6222413974,5.972982457,272.8570220443
2020-01-03,72.0895582617,93.7485,67.8652872526,208.0457292511,151.7093757344,5.8773788863,270.0958022657
2020-01-06,72.663986709,95.144,69.5386519339,211.9639720074,152.1015131953,5.9020266819,271.9708197505
2020-01-07,72.3222381391,95.343,69.4952591687,212.4225958415,150.7146855896,5.9734803923,270.3290133956
2020-01-08,73.485637526,94.5985,70.0429057917,214.576133845,153.1153319967,5.9846839357,276.0286934117
2020-01-09,75.0465317035,95.0525,70.8164940542,217.6469195166,155.0281976598,6.0504113905,274.4615146184
2020-01-10,75.2161941141,94.158,71.3102737962,217.4076375162,154.3108730361,6.0827771827,275.3104031314
2020-01-13,76.8231395173,94.565,71.7841028416,221.2461196057,156.1663527293,6.2734863887,266.6536059876
2020-01-14,75.7857750639,93.472,71.3676320491,218.4046458511,155.066454973,6.1564716017,268.8831043899
2020-01-15,75.4609927351,93.101,71.7826065394,220.4883932711,156.0707094461,6.1138981367,276.5044441168
2020-01-16,76.406254737,93.897,72.4060658096,221.1065384388,158.9304436123,6.197551261,280.5436608876
2020-01-17,77.2521430412,93.236,73.8370295267,221.4754315227,159.8199261456,6.2062651281,278.4261038276
2020-01-21,76.7286133171,94.6,74.0370352606,220.7775256883,159.2460664467,6.1729034654,280.3477635384
2020-01-22,77.0024969228,94.373,74.1143442101,220.6578846881,158.4809201815,6.2269294415,280.4037342096
2020-01-23,77.3733304773,94.229,74.1492579292,219.1025516856,159.4564816697,6.2953955403,279.3496199022
2020-01-24,77.1503455948,93.082,73.1547157013,217.287996516,157.8496745127,6.2361412439,273.1462038455
2020-01-27,74.8817167903,91.417,71.5182598088,214.2271809277,155.2099198978,5.9802025183,265.0117996327
2020-01-28,77.000073174,92.6625,72.4489598074,217.1384452658,158.251376302,6.1736503683,266.672262878
2020-01-29,78.6118660747,92.9,72.7517116291,222.5621706078,160.7189730073,6.1131512338,263.9017146541
2020-01-30,78.4979498847,93.534,72.6125555199,208.9031564192,165.2524646286,6.1198733598,262.1106531761
2020-01-31,75.0174467188,100.436,71.5347191335,201.305952907,162.8135609083,5.8863417211,254.1534894221
2020-02-03,74.8114280774,100.21,74.1138454427,203.5791319106,166.782757159,5.9834390975,255.6180553182
2020-02-04,77.2812280259,102.4835,72.1751364959,209.2022589197,172.2726816119,6.1527370872,261.9800549433
2020-02-05,77.9114026938,101.9935,72.2329935162,209.4814212534,172.062266389,6.2431123376,275.8701098433
2020-02-06,78.8227322136,102.5115,73.6295422816,210.2192074213,175.6297608505,6.3300020411,272.8197082635
2020-02-07,77.7538590268,103.964,73.7791725064,211.694779757,175.8784333867,6.2637766511,269.7972920193
2020-02-10,78.1231552357,106.6955,75.2480425471,212.4225958415,180.4788753063,6.5471018162,267.754362521
2020-02-11,77.6518166533,107.54,75.2535289887,206.5701569154,176.4044714441,6.6695938911,271.2618579154
2020-02-12,79.4958681173,108.0,75.7263604993,210.1294766712,176.6627083086,6.7853638399,283.0996548718
2020-02-13,78.9297759024,107.4935,75.546305462,212.5023565083,175.7062754771,6.7415455367,281.9056138865
2020-02-14,78.949212545,106.7435,75.8495560511,213.5392451766,177.2748253207,7.2148330049,278.7152856287
2020-02-18,77.5036122537,107.7835,75.7961879375,217.1484153491,179.072919044,7.3836330594,281.8496432153
2020-02-19,78.6260783622,108.511,76.1463226637,216.8393427653,179.6085214296,7.835011376,284.8067603431
2020-02-20,77.8194576955,107.655,75.7203752903,213.9380485106,176.865674509,7.6856307969,281.8403147701
2020-02-21,76.0580119625,104.7985,74.0724477471,209.5512118369,171.2744865555,7.3213911514,281.1873236062
2020-02-24,72.4452260245,100.4645,70.9042771195,200.1195129884,163.8898986924,6.8037874447,259.1348791579
2020-02-25,69.9913498998,98.637,69.2513619022,196.1813300654,161.1854132672,6.524196794,245.7019180727
2020-02-26,71.1016681067,98.9795,69.48727889,196.6100436494,163.1993917753,6.6636186679,245.3381087099
2020-02-27,66.4538809518,94.215,65.7420343618,189.1823315541,151.7005335313,6.292905864,236.8678804701
2020-02-28,66.4150076667,94.1875,66.8014163538,191.8941942252,155.3736467151,6.7281278175,237.8380387707
2020-03-02,72.5982895847,97.6975,69.2842805516,195.8523173149,165.7120697235,6.886571528,254.7691668052
2020-03-03,70.2926178597,95.4495,66.9041624415,185.3338793813,157.7712401772,6.623993429,243.8455574782
2020-03-04,73.5531146511,98.7915,69.1550997908,191.1863183074,163.5638259815,7.0878647956,269.9838609233
2020-03-05,71.1672667754,96.2015,65.7894172663,184.6160333801,159.4591459745,6.8083461741,263.9576853253
2020-03-06,70.2221600304,95.0545,64.7604600867,180.5482393736,154.9516702658,6.627730309,264.8065738384
2020-03-09,64.6681394156,90.0305,60.6281720435,168.9929127717,144.450210902,6.1145321269,255.0770054968
2020-03-10,69.3256448918,94.591,63.8616812027,177.6569152023,154.3282959657,6.5041641448,261.1964655467
2020-03-11,66.9179307932,91.043,60.6206905323,169.7306989395,147.3369134303,6.140192036,259.1255507127
2020-03-12,60.3094723189,83.8305,55.6080779995,154.0078774976,133.3637387335,5.3888300374,233.5935962055
2020-03-13,67.5350441949,89.25,60.8361580561,169.7705792729,152.3239078314,5.9999344746,254.7784952504
2020-03-16,58.8468649654,84.4575,54.0828472407,145.573186984,129.8728426527,4.8928215031,210.760743167
2020-03-17,61.4343680078,90.392,55.851975266,148.9729854062,140.5661094935,5.4127460692,228.7237322087
2020-03-18,59.9304577888,91.5,54.7048102087,146.5203449022,134.6488488291,5.0527599657,203.287090792
2020-03-19,59.471267108,94.0465,55.6270311613,152.6718863288,136.8642251881,5.3056221768,205.8532320837
2020-03-20,55.6956992885,92.3045,53.4838275739,149.28205799,131.7237848054,5.1257536877,193.4814341045
2020-03-23,54.512493672,95.1415,52.7007627304,147.6569344041,130.4099035882,5.2986466675,182.495727042
2020-03-24,59.9814789755,97.005,56.5831682981,160.498401758,142.2636056646,6.2077050007,205.8532320837
2020-03-25,59.6510560518,94.292,54.9886088685,155.7426720004,140.9017725782,6.1190163829,219.6111209795
2020-03-26,62.7900738271,97.7745,57.9443045769,162.8513414285,149.7153261447,6.4085000176,239.1849724379
2020-03-27,60.1904228832,95.005,55.3985956847,156.3209368346,143.567896508,6.2961444933,227.0660423962
2020-03-30,61.9081361704,98.1975,57.1996448245,165.4535331827,153.6665601702,6.6165196691,235.3357605004
2020-03-31,61.7817979937,97.486,57.9971739231,166.3009902674,151.2497859604,6.5669437282,233.5563194587
2020-04-01,58.5310195236,95.385,55.1447230698,159.1225302558,145.8791766054,6.0554894234,222.2615515837
2020-04-02,59.5077108129,95.9415,55.9038470773,157.7167485036,148.9001443676,6.364404834,225.1835810837
2020-04-03,58.6524985397,95.3295,54.7586770897,153.7187450805,147.5287209073,6.0764159513,214.9283813962
2020-04-06,63.7691946967,99.8795,59.1997021635,165.0547298487,158.5001085897,6.6865238872,232.5823096254
2020-04-07,63.0306022789,100.58,59.1792526994,168.3249171873,156.7930220447,6.4530934519,232.3013452504
2020-04-08,64.6438436124,102.15,60.3648228477,173.7586126127,158.3658433558,6.6504007141,250.8356285212
2020-04-09,65.1103230341,102.138,60.4231786354,174.6658901975,158.3754337296,6.5507505817,247.3704012296
2020-04-13,66.3882822832,108.4435,60.7279255267,174.2670868635,158.730277562,6.7226470602,246.7897415212
2020-04-14,69.7411031267,114.166,63.3050567662,177.6369750356,166.5847937437,7.073913777,253.3362114587
2020-04-15,69.1045530825,115.384,62.9678899929,176.4405650337,164.8393457033,6.9964357991,263.8068171671
2020-04-16,69.6536382352,120.4095,63.0177667345,175.7227190325,169.787978609,7.341723508,279.4939947713
2020-04-17,68.7085314901,118.75,64.0043286838,178.703773954,171.2840769294,7.2824316792,272.1233626671
2020-04-20,67.2823678414,119.6805,63.1743797032,177.706765619,167.8890845871,7.1511426297,264.2376292088
2020-04-21,65.2026470863,116.406,60.667075902,170.2890236071,160.945653921,6.7141767989,256.7920732712
2020-04-22,67.0807126748,118.1745,63.0047987817,181.7346792922,166.4121670145,7.1287213499,259.4425038754
2020-04-23,66.8207475804,119.9725,63.6581840969,184.5761530467,164.3981885063,7.075408529,267.2252170629
2020-04-24,68.7498343556,120.511,63.8078143218,189.5013742213,167.3999755208,7.2144204638,272.8070426463
2020-04-27,68.798425962,118.8,63.636737098,186.9390628005,166.9204568284,7.4010153368,275.3263565421
2020-04-28,67.6832485945,115.704,61.5314398342,182.3627945432,162.8541383168,7.2585156474,270.0629572504
2020-04-29,69.9063145886,118.6355,66.9086513483,193.6090485613,170.1620031891,7.4353946325,269.3980082296
2020-04-30,71.3810698437,123.7,67.2667663531,204.0975762448,171.8690897341,7.2814351779,273.9121691879
2020-05-01,70.2318783517,114.302,65.8677237507,201.6648759075,167.4191562685,7.0447661133,266.4572477713
2020-05-04,71.2255767031,115.7995,66.1764607813,204.645930829,171.5142459017,7.2567717701,269.2949879588
2020-05-05,72.2945920446,115.89,67.3889643701,206.4505159152,173.3555976806,7.3178074762,274.4460015004
2020-05-06,73.0404732032,117.563,67.1989339845,207.8463275842,175.0626842256,7.4187032353,270.4469418963
2020-05-07,73.7960726832,118.3805,68.4588204778,210.6279808386,176.0792638535,7.5950839697,266.9161562504
2020-05-08,75.547800095,118.9805,69.2473717628,211.7147199237,177.1150242291,7.7851665974,268.7892520838
2020-05-11,76.7365701735,120.45,69.9900364456,212.5422368417,179.0906412418,8.0372814325,270.3720180629
2020-05-12,75.8596086402,117.8475,68.6174285162,209.4714511701,175.033913104,7.7752015841,269.4448356254
2020-05-13,74.9436710386,118.396,67.30018377,204.4864094954,172.3869699219,7.7527803043,260.3603208338
2020-05-14,75.4040758437,119.4425,67.639345613,206.1912937482,173.1350190821,8.0024038861,272.1701900629
2020-05-15,74.9582870642,120.489,68.490242825,210.2491176713,175.6572874041,8.4610436207,272.4979818338
2020-05-18,76.7243901522,121.313,69.0264177975,212.5522069251,177.3356028276,8.7196357144,274.7456968338
2020-05-19,76.281037377,122.4665,68.5049564638,216.231167681,176.108034975,8.7746924126,270.7091753129
2020-05-20,77.764563971,124.897,70.1626099716,229.2820067853,178.5439899325,8.9386168804,269.7164345213
2020-05-21,77.1847949572,122.337,69.9670931444,230.6977586209,176.3994617759,8.7445482475,268.7049627713
2020-05-22,77.6817398261,121.844,70.3471539156,234.2072279599,176.4763955214,8.9946700799,271.5427029588
2020-05-26,77.1555629061,121.093,70.6763404102,231.5053353722,174.6107521924,8.6872494213,276.1786151463
2020-05-27,77.4917314939,120.5195,70.7172393384,228.4544898673,174.841553429,8.4954229164,284.4951606463
2020-05-28,77.5258355535,120.055,70.6618761552,224.7854991947,174.4472679831,8.4573067407,284.6824702296
2020-05-29,77.4503194215,122.1185,71.2698736355,224.4166061108,176.2263608485,8.8444475053,285.5066323963
2020-06-01,78.4027970869,123.552,71.4145161862,231.2162029551,175.8224586844,8.7754397886,286.5181041463
2020-06-02,78.7657617215,123.6205,71.7836040742,232.0237797064,177.8227360681,8.7943733137,286.8739923546
2020-06-03,79.1993704797,123.92,71.641954128,229.4714383689,178.2554883867,8.7388183649,285.9749063546
2020-06-04,78.5172892871,123.03,70.4349369808,225.6130161127,175.9090091482,8.7398148662,279.1662030005
2020-06-05,80.7535411972,124.15,71.7422063787,230.0796134532,180.0249645339,8.8928476138,292.062467813
2020-06-08,81.230998032,126.203,72.1521931948,230.7077287042,181.140503844,8.7781976726,289.8428492505
2020-06-09,83.7961105171,130.043,72.6285160773,237.9559792992,182.5253112635,9.0184640712,289.589981313
2020-06-10,85.9519742866,132.3725,73.1118217035,236.0217831294,189.2954808699,9.3382377115,286.3495255213
2020-06-11,81.8253830713,127.898,70.0189649557,223.7585806097,179.1306097421,8.7694743075,265.7267403963
2020-06-12,82.5318243065,127.251,70.4848137224,227.8961651997,180.5442673162,8.905309564,267.0566384379
2020-06-15,83.5525100912,128.634,70.817491589,231.8044378727,181.6982734991,9.1458252015,268.1149375838
2020-06-16,85.7668379629,130.7635,71.9581726699,234.9450141277,186.1508140215,9.0408955814,274.4085395838
2020-06-17,85.6474737542,132.049,72.3771372995,234.8253731275,186.7951341403,9.2078857132,274.0339204171
2020-06-18,85.6815778138,132.699,71.6210058965,235.2341465448,188.795411524,9.189940505,272.9849867504
2020-06-19,85.1919409577,133.7505,71.4095285121,238.0756202994,187.6702554956,9.2330588524,273.9309001463
2020-06-22,87.420884855,135.691,72.4140460883,238.5043338834,192.8825167551,9.4977506732,275.2759117766
2020-06-23,89.2868641176,138.2205,73.0399991956,241.5152990549,194.1711569927,9.4212342994,279.9129099146
2020-06-24,87.7107693618,136.72,71.4219976975,233.3198905418,190.257152689,9.2073872351,271.9933309446
2020-06-25,88.8751793978,137.729,71.888843999,234.9749243778,192.6613322367,9.4611125398,278.614926663
2020-06-26,86.1444186231,134.6435,67.8273809289,215.433561013,188.8050282422,9.1271322763,269.8300255252
2020-06-29,88.1297620945,134.019,69.5765582575,219.9799190203,190.8341557805,9.1719952968,272.5388601373
2020-06-30,88.8654353808,137.941,70.5062607213,226.390682614,195.7098319032,9.4688389489,277.4204058445
2020-07-01,88.6973510869,143.935,71.7247495191,236.8393299641,196.854221368,9.5009907802,280.0351836992
2020-07-02,88.6973510869,144.515,73.0544634507,232.7216855408,198.3544294057,9.5829904121,280.5336845132
2020-07-06,91.0700192355,152.852,74.6006424409,239.5611627185,202.6242522825,9.8092994265,284.8132669733
2020-07-07,90.7874427414,150.006,74.0759391191,240.1394275527,200.2681563257,9.8417004968,279.0193707197
2020-07-08,92.9018944385,154.0555,74.6156054634,242.8512902238,204.6726132572,10.1849026035,280.6277412706
2020-07-09,93.301399137,159.1315,75.3632578203,243.7685378919,206.1055042676,10.4770107145,273.8556547404
2020-07-10,93.4646114224,160.0,76.8969676251,244.3368326428,205.4804175852,10.4473512732,273.9214944705
2020-07-13,93.0334386685,155.2,75.3807146798,238.2849920498,199.1333835792,10.0216510567,281.897507495
2020-07-14,94.5729933604,154.2,75.8415757724,239.0128081343,200.3643235076,10.3454125212,290.1839078187
2020-07-15,95.2234064977,150.4435,75.4954311856,239.5611627185,200.0662052437,10.1961183586,285.998382116
2020-07-16,94.0516884489,149.995,75.712893779,240.2092181362,196.1041173491,10.1038999276,288.8953302429
2020-07-17,93.8616801167,148.0985,75.5906957621,241.3059273046,195.1039786572,10.1704467413,288.3121783472
2020-07-20,95.8397155753,159.842,78.0930118891,244.68578556,203.4897569197,10.4787553876,285.4246358961
2020-07-21,94.5169652624,156.9145,77.7289116753,241.0267649708,200.7489922353,10.2970601546,286.9765723926
2020-07-22,94.7824897267,154.9955,78.2311704634,239.1523893011,203.6340076926,10.4069745548,288.4814805105
2020-07-23,90.4683261834,149.3275,75.5971797385,231.9041387062,194.7770102387,10.0989151476,284.963757785
2020-07-24,90.2442137916,150.4455,75.4071493529,230.0197929531,193.5845371831,10.1634680492,282.9133204745
2020-07-27,92.3830255313,152.7605,76.3213900268,232.8014462076,196.0368003217,10.3897770636,280.8534774883
2020-07-28,90.8653948777,150.0165,74.832070522,229.4315580355,194.2769408928,10.1844041255,282.1044323612
2020-07-29,92.6071379231,151.6765,75.9133982803,232.5920744573,196.2387514037,10.4336431281,288.4532634832
2020-07-30,93.7276998824,152.594,76.3837359538,233.7984545425,196.0848839127,10.5816910956,287.0894405015
2020-07-31,103.5399250391,158.234,73.9652127527,252.9111043233,197.1523396319,10.5824388127,284.7850499461
2020-08-03,106.1488856008,155.5945,73.5407616815,251.2062200705,208.240415706,10.9767349148,285.5657210322
2020-08-04,106.8577628403,156.9415,73.0679301709,249.0825923171,205.114982294,11.1935728471,286.4028261727
2020-08-05,107.2450875175,160.2515,73.4988652185,248.3747163993,204.7783971573,11.2523932517,293.8991497346
2020-08-06,110.9867900599,161.25,74.820100104,264.4863710919,208.0576980604,11.3009948572,295.3946521767
2020-08-07,108.4679616557,158.373,74.5402915835,267.6369174303,204.3360281205,11.1654088398,298.1881378704
2020-08-10,110.0445237713,157.408,74.6205931376,262.2131920882,200.2681563257,11.1310138574,300.1351127478
2020-08-11,106.7718151071,154.0335,73.8335381548,255.3637448272,195.5848145668,10.8169727141,296.7960978614
2020-08-12,110.3203001166,158.112,75.1452964594,259.1124961666,201.1721278357,11.4054259993,303.1167119563
2020-08-13,112.2726990215,158.051,75.7353383128,260.5182779188,200.7009086443,11.4081676284,302.411286276
2020-08-14,112.1726385776,157.401,75.2006596426,260.4584574187,200.8932430081,11.5287993056,304.4617235866
2020-08-17,111.8797787419,159.1205,75.7118962442,260.3786967519,202.2203501185,12.2994463018,301.4613130267
2020-08-18,112.8120492189,165.6245,77.7378894888,261.5551665872,203.3839730196,12.223428406,297.9812130042
2020-08-19,112.9535981395,163.024,77.1857539591,261.8044186709,202.1530330912,12.1015505337,296.6550127254
2020-08-20,115.4599902336,164.8685,78.8925360573,268.2052121812,206.8574050582,12.1040429237,294.7080378479
2020-08-21,121.409925896,164.236,78.8261999909,266.2111955113,205.3535484458,12.6448915594,295.4698975826
2020-08-24,122.8620225815,165.373,79.2142410407,270.5780920183,205.9994355806,12.6815296928,290.4848894423
2020-08-25,121.8540966468,167.3245,80.212773408,279.9798806168,208.6793851847,12.7111891341,293.6640078412
2020-08-26,123.5111952173,172.0925,82.4153303179,303.0008030705,213.190955022,12.7341191224,290.4660780908
2020-08-27,122.0346935455,170.0,81.5150551317,292.34278397,218.4255328459,12.5898097398,293.1466956757
2020-08-28,121.8370131564,170.09,82.0178126872,292.7814676374,220.6716776581,13.1077283873,295.6862281245
2020-08-31,125.9687773387,172.548,81.5075736204,292.3228438033,217.4133216645,13.3337881627,293.9743951405
2020-09-01,130.9864425241,174.956,82.8308035756,294.5561424736,219.0907001937,13.7829168454,294.2377540611
2020-09-02,128.2726080464,176.5725,86.2009750069,301.5950213182,223.3130668363,14.3069688534,301.2073597818
2020-09-03,118.0029898071,168.4,81.8896294612,290.2490664666,209.4795140234,12.9796363651,297.4356838115
2020-09-04,118.0810857633,164.731,79.3558909869,281.8841665365,206.539281544,12.5877192592,293.457082975
2020-09-08,110.1348222207,157.492,76.4306200909,270.3487801013,195.3663981223,11.8801742551,288.9893870002
2020-09-09,114.5277197565,163.4305,77.6560916325,272.9011214387,203.685810023,12.6799643795,293.4758943265
2020-09-10,110.7888758538,158.7555,76.4121656965,267.287964513,197.9788669811,12.2778255171,286.4968829301
2020-09-11,109.3343386697,155.811,75.8485585162,265.8123921773,196.6870927114,12.130981258,284.7380215674
2020-09-14,112.6094878325,155.1485,75.7767360083,265.3537683433,198.017427407,12.8367810841,291.4342951939
2020-09-15,112.7900847312,157.8065,76.8820046026,271.6050106033,201.2661432941,12.9552038737,290.1687089231
2020-09-16,109.4612445985,153.905,75.8575363297,262.7316364224,197.6703835734,12.4800168484,289.4981370931
2020-09-17,107.7138475787,150.4365,74.5921633948,254.0576639084,195.6074007846,12.4291573767,288.0436573491
2020-09-18,104.2971494953,147.7455,72.8195439977,251.7745148214,193.1780939491,12.1556630604,290.9148381424
2020-09-21,107.4600357211,148.0235,71.3815975368,247.4076183144,195.2507168445,12.4827592709,282.5751912987
2020-09-22,109.1488607738,156.4495,73.0923697743,253.987873325,199.9550888115,12.6029272385,277.9189671833
2020-09-23,104.570485342,149.993,70.5860635079,248.2750155658,193.3708960789,12.0903435428,275.9166963669
2020-09-24,105.6443047396,150.9895,71.2384512883,248.7834898166,195.8773237663,12.3139756318,276.4078193973
2020-09-25,109.6076745164,154.7565,72.0698965711,254.0576639084,200.3406930711,12.8382769509,285.7013782809
2020-09-28,112.2238890488,158.7025,73.0454856372,256.0516805783,201.9023903224,12.9990826337,286.3908394583
2020-09-29,111.3745955252,157.244,73.2853927644,261.0068120029,199.8008471076,13.1893070305,287.2597494352
2020-09-30,113.0536585834,157.4365,73.2988594846,261.1164829198,202.7603598,13.4932173053,294.4565907658
2020-10-01,114.0103340467,161.063,74.3208339204,265.832332344,204.8137024823,13.576985847,295.6843983418
2020-10-02,110.3300621112,156.25,72.7412375133,259.1623465833,198.7693557132,13.0262575475,294.6549289127
2020-10-05,113.7272362055,159.96,74.117835582,263.8582558409,202.8085603325,13.6049086943,300.4822925622
2020-10-06,110.4667300345,154.998,72.49285134,257.8861759146,198.4994327315,13.6986496814,296.9877633072
2020-10-07,112.3410329831,159.7845,72.8345070201,257.3477914137,202.2783544755,13.9255228152,305.2235187406
2020-10-08,112.2336510434,159.5275,74.1133466753,262.9709184228,203.0013624623,13.8006179361,304.5057235423
2020-10-09,114.1860499482,164.3325,75.5742364373,263.6588541739,208.0431381564,13.7248273507,309.6341813409
2020-10-12,121.4392118796,172.1465,78.2640891129,274.9250483587,213.4319576842,14.1868008858,311.6458968309
2020-10-13,118.2177536866,172.1815,78.3902772692,275.3138816093,214.8394132317,14.2089895769,313.0153745119
2020-10-14,118.3056116373,168.1855,78.2107209994,271.0068056024,212.9113919338,14.0564111617,303.9768218172
2020-10-15,117.8370359002,166.9325,77.7643241619,265.9220630942,211.754579155,13.9315062825,306.5457730533
2020-10-16,116.1872588256,163.6355,78.4566133355,265.1344265096,211.754579155,13.7734430223,311.5797841153
2020-10-19,113.2196124903,160.3605,76.5413464573,260.6179787523,206.5103612245,13.4605575465,306.2152094752
2020-10-20,114.7131976525,160.8505,77.6047185887,266.7595500955,206.9248858036,13.6079004279,305.4501909085
2020-10-21,114.0884300029,159.247,79.4691111904,277.8961331968,207.069487401,13.4874831492,304.8646211415
2020-10-22,112.9950866162,158.82,80.5673970409,277.2879581125,207.1562483594,13.3241843551,307.6413551982
2020-10-23,112.301985005,160.22,81.8477329983,283.9380037065,208.448022629,13.5528026668,312.2409112716
2020-10-26,112.3117469996,160.352,79.3264637094,276.2809796942,202.5193571378,13.1050398665,305.1196273304
2020-10-27,113.8248561508,164.3165,80.0152615112,282.4424912041,205.575270895,13.3598358475,302.7112355465
2020-10-28,108.5533791078,158.139,75.6440638756,266.8692210124,195.3856783353,12.5922068596,290.8959487951
2020-10-29,112.5753208517,160.5505,78.1688245364,279.9898507001,197.3522600592,12.9881129437,286.8158497731
2020-10-30,106.2690723891,151.8075,80.8506969333,262.3228630051,195.183236099,12.499463117,288.1947721277
2020-11-02,106.1812144384,150.224,81.1010781762,260.5780984189,195.0482746082,12.5460842995,294.7682649966
2020-11-03,107.811467524,152.4205,82.3070977886,264.5063112586,199.000718269,12.9836253432,303.5045881341
2020-11-04,112.2141270543,162.058,87.2409050696,286.520255294,208.6022643328,13.7562405539,334.8703493662
2020-11-05,116.1970208201,166.1,87.9511498703,293.798416139,215.2539378108,14.1209827459,334.7192345876
2020-11-06,116.0652338941,165.5685,87.8703495489,292.5322155536,215.6684623899,14.5218750527,328.1646310661
2020-11-09,113.7476451812,157.187,87.9326954759,277.9360135302,210.5302856308,13.5931910709,330.5635781763
2020-11-10,113.4053852447,151.751,86.8049823479,271.6149806867,203.4158870413,12.7348128295,334.0486627576
2020-11-11,116.8475423203,156.8695,87.4194638046,275.6528644432,208.7565060367,13.3810272941,332.1691726988
2020-11-12,116.5737343711,155.514,87.2763175562,274.2570527743,207.6864542163,13.4196705202,334.7286792613
2020-11-13,116.6226286478,156.4405,88.6319673934,276.1214583606,208.7179456107,13.2603607043,335.9187081427
2020-11-16,117.639629602,156.553,88.8494299869,278.1254451138,209.412033278,13.478009326,337.0048456139
2020-11-17,116.7497537671,156.783,88.2893141785,274.1772921075,206.7417237803,13.3852655834,332.5469596453
2020-11-18,115.4198294424,155.273,87.1236947268,271.1563568526,204.0232137502,13.391747673,325.3784523357
2020-11-19,116.0163396174,155.851,87.9785820782,272.1234549375,205.3184151261,13.4032159852,318.2855024154
2020-11-20,114.7450884247,154.97,86.8947604828,268.8931479323,203.3562816984,13.0516872834,316.1132274731
2020-11-23,111.3322679151,154.9195,86.5291639667,267.6269473469,203.0856426049,13.1037933108,316.453235725
2020-11-24,112.6230768184,155.903,88.2259707166,276.0915481105,206.7102733211,12.9220454926,317.3504797229
2020-11-25,113.4640583767,159.2535,88.3531564078,274.7655270251,206.719939003,13.1982822314,314.6870817501
2020-11-27,114.0116742751,159.767,89.4384743054,276.9788855286,208.0344717427,13.2247092118,319.1733017397
2020-11-30,116.4172726859,158.402,87.8199740398,276.1413985273,206.9132526412,13.3645727591,317.6621539537
2020-12-01,120.0061125915,161.004,89.6833691068,285.692738376,208.9817085699,13.3531044469,322.2428206799
2020-12-02,120.3581513833,160.1765,91.1721898441,286.6598364609,208.1697912894,13.5071787289,328.2590778027
2020-12-03,120.2212474087,159.3365,91.113335289,281.0067992018,207.0775692336,13.3630768923,329.3168812529
2020-12-04,119.546506391,158.129,91.1741849138,278.8632312817,207.1935574166,13.5249281334,331.6402709738
2020-12-07,121.0133346903,157.9,90.7497338426,284.7256402911,207.1258976432,13.5733089358,329.7161526792
2020-12-08,121.629402576,158.8645,90.7033484729,282.5521621209,208.7883949317,13.3171899457,329.7161526792
2020-12-09,119.0869001906,155.21,88.9865910263,277.0885564455,204.7191428477,12.8989703288,326.44609942
2020-12-10,120.5146130685,155.0745,88.5476757001,276.2909497775,203.4819355632,12.940368335,321.9343737639
2020-12-11,119.7029680763,155.821,88.8688819161,272.7316300218,206.1303324065,12.9812675701,319.4889426309
2020-12-14,119.0869001906,157.8485,87.7860578555,273.3697153562,207.038906506,13.2760413251,318.597971598
2020-12-15,125.052001941,158.256,88.1706075334,274.7256466917,206.9712467326,13.32766414,321.9533305943
2020-12-16,124.9835499537,162.048,87.9326954759,274.8452876919,211.9490729161,13.2099541465,321.6405428913
2020-12-17,125.8538680779,161.804,87.1795566774,273.6588477733,212.0843924629,13.3084614504,323.8490136432
2020-12-18,123.8540921632,160.0825,86.3371385115,275.5731037764,211.2821408644,13.2393816449,320.7306150279
2020-12-21,125.3942618775,160.309,86.7541080714,271.9739036872,215.1484136283,13.2994835695,318.5505795217
