date,AAPL,AMZN,AVGO,BRK-B,FB,GOOG,JPM,LLY,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2023-12-08,195.4606,147.42,939.9778,353.08,,136.64,157.5485,597.0036,373.5392,47.4999,144.2394,243.84,547.6112,255.264,98.6333
2023-12-11,192.9338,145.89,1024.529,357.06,,134.7,158.125,583.0181,370.6146,46.621,144.9051,239.74,541.5452,256.0426,98.7027
2023-12-12,194.4619,147.48,1067.372,360.02,,133.64,159.5362,583.7368,373.689,47.6509,145.0244,237.01,543.5772,259.0769,97.1471
2023-12-13,197.7077,148.84,1084.7023,362.03,,133.97,160.0729,596.4545,373.679,48.0818,147.6478,239.29,546.8542,261.8917,98.0091
2023-12-14,197.8575,147.42,1101.4254,358.12,,133.2,162.985,572.6662,365.2546,48.3438,143.7524,251.05,532.1422,258.2485,100.6446
2023-12-15,197.3182,149.97,1124.569,356.5,,133.84,164.2174,571.0391,370.0457,48.8837,143.0568,253.5,529.0345,257.5498,99.9709
2023-12-18,195.6404,154.07,1141.75,359.65,,137.19,165.2113,578.7456,371.9621,50.0705,145.253,252.08,524.4824,257.8891,100.714
2023-12-19,196.689,153.79,1139.58,361.8,,138.1,167.4177,578.7955,372.571,49.5976,145.253,257.22,521.9823,259.5061,102.0417
2023-12-20,194.5817,152.12,1110.38,355.35,,139.66,165.5293,569.2123,369.9359,48.1048,143.0071,247.14,513.9041,256.6315,100.3375
2023-12-21,194.4319,153.84,1127.29,356.14,,141.8,166.4735,570.9992,372.8505,48.9837,143.3549,254.5,517.8386,259.0569,100.7933
2023-12-22,193.3533,153.42,1121.98,356.47,,142.72,166.3741,569.392,373.8886,48.8237,144.3685,252.54,518.2669,257.949,100.9716
2023-12-26,192.804,153.41,1131.89,356.83,,142.82,167.358,569.6715,373.9684,49.2726,145.0244,256.61,517.988,258.6777,101.1995
2023-12-27,192.9038,153.34,1126.17,356.95,,141.44,168.3618,580.4925,373.3795,49.4106,145.1436,261.44,520.7372,258.4481,100.7239
2023-12-28,193.3333,153.38,1122.41,357.57,,141.28,169.2563,579.8337,374.5873,49.5156,144.8157,253.18,522.8389,259.9153,99.2674
2023-12-29,192.2846,151.94,1116.25,356.66,,140.93,169.0575,581.9,375.3459,49.5156,145.6206,248.48,524.4027,259.8654,99.0594
2024-01-02,185.4034,149.93,1085.38,362.46,,139.56,171.0254,591.1638,370.1854,48.1618,147.8068,248.42,537.2222,258.3882,101.4175
2024-01-03,184.0152,148.47,1058.58,366.75,,140.36,170.28,616.6192,369.9159,47.5629,146.9125,238.45,539.9016,257.4998,102.2695
2024-01-04,181.6782,144.57,1049.01,363.68,,138.04,171.41,613.4248,367.2608,47.9918,147.7174,237.93,543.2783,259.1268,101.3778
2024-01-05,180.9491,145.24,1049.28,365.59,,137.39,172.27,617.4677,367.0712,49.0907,146.4951,237.49,535.2699,259.2067,101.685
2024-01-08,185.3235,149.1,1074.85,368.18,,140.53,172.02,624.9346,373.9984,52.2463,147.7571,240.45,534.4133,262.0514,99.9907
2024-01-09,184.9041,151.37,1082.49,366.9,,142.56,170.66,624.3856,375.0964,53.1331,148.3633,234.96,536.256,262.8399,98.7522
2024-01-10,185.9527,153.73,1080.57,367.92,,143.8,171.02,629.0873,382.0635,54.343,148.9993,233.94,535.5289,264.0676,97.7813
2024-01-11,185.3535,155.18,1099.98,363.34,,143.67,170.3,634.6077,383.92,54.8149,149.5657,227.22,537.5609,263.5386,97.7614
2024-01-12,185.6831,154.62,1107.68,363.62,,144.24,169.05,641.7951,387.7529,54.7029,149.6552,218.89,519.4622,263.6783,99.0297
2024-01-16,183.396,153.16,1114.96,361.1,,144.08,167.99,633.4597,389.5496,56.3747,148.8502,219.91,517.1115,264.7463,96.7905
2024-01-17,182.4472,151.71,1103.67,359.29,,142.89,167.09,627.8096,388.7511,56.0458,148.9993,215.55,522.8787,266.1337,96.087
2024-01-18,188.3896,153.5,1143.91,362.38,,144.99,167.42,622.2593,393.143,57.0996,148.14,211.88,514.3125,267.6409,95.9087
2024-01-19,191.3159,155.34,1211.2,366.99,,147.97,170.31,627.4802,397.9341,59.4833,147.57,212.19,501.5827,270.3958,96.0573
2024-01-22,193.6429,154.78,1220.5,368.06,,147.71,170.11,629.7761,395.7781,59.6463,147.86,208.8,510.9757,270.6952,95.9285
2024-01-23,194.9313,156.02,1226.31,372.14,,148.68,168.99,628.5782,398.1637,59.8653,153.98,209.14,513.4957,270.7551,97.0084
2024-01-24,194.2521,156.87,1253.87,376.59,,150.35,170.5,632.5912,401.8169,61.3541,152.12,207.83,511.2147,271.1444,98.6829
2024-01-25,193.9225,157.75,1230.0,380.85,,153.64,172.94,626.5218,404.1227,61.6091,155.62,182.63,491.4626,272.1026,101.1896
2024-01-26,192.1748,159.12,1204.88,385.4,,153.79,172.28,638.1315,403.1844,61.0231,156.14,183.25,501.2241,267.4413,102.0516
2024-01-29,191.4857,161.26,1217.77,383.18,,154.84,172.73,643.8714,408.9637,62.4569,156.16,190.93,502.5588,273.1507,102.1804
2024-01-30,187.8004,159.0,1208.16,387.15,,153.05,176.27,643.8515,407.8358,62.7659,157.49,191.59,501.6325,276.6342,103.8845
2024-01-31,184.165,155.2,1180.0,383.74,,141.8,174.36,644.4804,396.8461,61.5191,157.14,187.29,509.7306,272.7514,101.8633
2024-02-01,186.6219,159.28,1200.01,386.44,,142.71,173.73,659.2744,403.0347,63.0189,159.18,188.86,505.1486,276.5344,101.4472
2024-02-02,185.6131,171.81,1224.34,390.75,,143.54,174.73,666.4818,410.461,66.1515,158.09,187.91,508.2265,276.6641,101.031
2024-02-05,187.4408,170.31,1243.1,390.76,,144.93,174.5,704.9643,404.9012,69.3231,158.21,181.06,500.9851,275.0671,100.6149
2024-02-06,189.0588,169.15,1222.65,393.74,,145.41,175.1,703.7964,404.7415,68.2142,158.96,185.1,508.6648,276.2449,101.3085
2024-02-07,189.1686,170.53,1257.06,397.66,,146.68,175.43,724.1108,413.2857,70.09,159.12,187.58,517.3505,278.87,102.22
2024-02-08,188.08,169.84,1274.76,397.49,,147.22,174.8,734.3928,413.3456,69.632,158.64,189.56,518.0478,275.78,103.0126
2024-02-09,188.85,174.45,1283.44,398.36,,150.22,175.01,738.8649,419.7737,72.1237,157.42,193.57,516.1851,276.43,100.8329
2024-02-12,187.15,172.34,1265.0,397.71,,148.73,175.79,735.97,414.4935,72.2387,157.11,188.13,515.6074,275.07,102.22
2024-02-13,185.04,168.64,1251.65,394.8,,146.37,174.26,741.67,405.57,72.1187,156.27,184.02,514.8205,275.81,101.34
2024-02-14,184.15,170.98,1262.22,398.68,,147.14,176.03,757.31,409.49,73.8905,155.63,188.71,514.9102,277.56,100.84
2024-02-15,183.86,169.8,1265.07,403.45,,143.94,179.87,757.78,406.56,72.6486,157.01,200.45,518.8347,280.98,103.73
2024-02-16,182.31,169.51,1245.48,405.99,,141.76,179.03,782.06,404.06,72.6036,157.51,199.95,519.5021,278.56,103.73
2024-02-20,181.56,167.08,1226.55,407.15,,142.2,179.73,755.66,402.79,69.443,158.51,193.76,519.014,275.15,102.75
2024-02-21,182.32,168.59,1227.45,409.25,,143.84,180.9,745.91,402.18,67.4633,160.4,194.77,519.9204,276.76,104.85
2024-02-22,184.37,174.58,1304.9,415.16,,145.32,183.07,769.64,411.65,78.5279,160.56,197.41,524.4326,283.75,104.76
2024-02-23,182.52,174.99,1296.37,417.22,,145.29,183.99,769.54,410.34,78.8068,161.03,191.97,525.1697,283.6,103.84
2024-02-26,181.16,174.73,1309.13,409.14,,138.75,183.36,771.92,407.54,79.0818,160.22,199.4,523.2573,284.15,104.25
2024-02-27,182.63,173.54,1296.23,408.91,,140.1,183.45,765.0,407.48,78.6908,159.3,199.73,511.404,283.17,104.03
2024-02-28,181.42,173.16,1289.42,412.14,,137.43,184.38,757.64,407.72,77.653,160.05,202.04,496.3234,285.63,104.32
2024-02-29,180.75,176.76,1300.49,409.4,,139.78,186.06,753.68,413.64,79.1018,158.94,201.88,491.6618,282.64,104.52
2024-03-01,179.66,178.22,1399.17,407.11,,138.08,185.29,782.12,415.5,82.2684,158.85,202.64,487.6078,283.16,105.84
2024-03-04,175.1,177.58,1402.26,403.39,,134.2,186.68,792.28,414.92,85.226,159.56,188.14,479.9779,280.53,104.36
2024-03-05,170.12,174.12,1342.75,400.74,,133.78,188.55,777.59,402.65,85.9569,159.32,180.74,471.2921,279.38,105.64
2024-03-06,169.12,173.51,1350.0,403.96,,132.56,189.53,779.77,402.09,88.6927,159.57,176.54,470.7443,280.43,106.77
2024-03-07,169.0,176.82,1407.01,402.39,,135.24,187.87,780.16,409.14,92.6614,160.62,178.65,476.9,278.26,107.37
2024-03-08,170.73,175.35,1308.72,403.15,,136.29,188.22,762.14,406.22,87.5208,160.35,175.34,476.57,280.04,108.38
2024-03-11,172.75,171.96,1293.12,404.76,,138.94,188.29,734.37,404.52,85.767,161.55,177.77,489.15,280.56,109.02
2024-03-12,173.23,175.39,1291.88,404.98,,139.62,189.84,754.95,415.28,91.9055,161.93,177.54,489.35,283.92,108.32
2024-03-13,171.13,176.555,1257.87,408.13,,140.77,191.38,757.84,415.1,90.8805,162.3,169.48,488.0,285.14,109.53
2024-03-14,173.0,178.75,1262.27,406.73,,144.34,187.97,760.73,425.22,87.9368,161.5,162.5,489.0,286.41,111.47
2024-03-15,172.62,174.42,1235.5,408.13,,142.17,190.3,754.17,416.42,87.8293,161.38,163.57,490.82,283.04,111.27
2024-03-18,173.72,174.48,1237.24,408.41,,148.48,192.66,762.66,417.32,88.4477,161.21,173.8,487.05,285.05,112.3
2024-03-19,176.08,175.9,1238.01,411.76,,147.92,193.79,772.78,421.41,89.3907,161.83,171.32,493.32,287.35,113.09
2024-03-20,178.67,178.15,1276.0,416.11,,149.68,196.33,772.86,425.23,90.3646,161.99,175.66,494.23,289.28,112.99
2024-03-21,171.37,178.15,1348.0,413.78,,148.74,199.06,770.26,429.37,91.4275,161.86,172.82,491.69,290.37,113.49
2024-03-22,172.28,178.87,1353.47,411.6,,151.77,196.62,770.61,428.74,94.2813,161.66,170.83,490.07,283.26,113.49
2024-03-25,170.85,179.71,1351.58,409.92,,151.15,194.82,773.14,422.86,94.9942,160.19,172.63,485.88,281.21,114.65
2024-03-26,169.71,178.3,1331.49,411.57,,151.7,195.73,774.9,421.65,92.5534,160.55,177.67,492.31,280.6,113.79
2024-03-27,173.31,179.83,1318.73,416.93,,151.94,199.52,778.18,421.43,90.2426,162.61,179.83,493.1,279.02,114.97
2024-03-28,171.48,180.38,1325.41,420.52,,152.26,200.3,777.96,420.72,90.3486,162.25,175.79,494.7,279.08,116.24
2024-04-01,170.03,180.97,1350.26,420.2,,156.5,198.94,760.55,424.57,90.3556,160.58,175.22,489.7,278.28,116.99
2024-04-02,168.84,180.69,1338.76,418.92,,155.87,198.86,763.96,421.44,89.4447,160.57,166.63,458.14,278.44,119.28
2024-04-03,169.65,182.41,1363.21,420.24,,156.37,198.3,775.99,420.45,88.9567,156.15,168.38,459.74,276.96,119.3
2024-04-04,168.82,180.0,1317.5,415.32,,151.94,195.65,768.08,417.88,85.8979,155.45,171.11,455.38,274.0,119.72
2024-04-05,169.58,185.07,1339.43,418.62,,153.94,197.45,784.21,425.52,88.0008,156.1,164.9,455.74,277.14,121.37
2024-04-08,168.45,185.19,1336.1,415.97,,156.14,198.48,777.29,424.59,87.1258,156.04,172.98,456.0,277.76,120.55
2024-04-09,169.67,185.67,1334.08,414.69,,158.14,197.15,757.24,426.28,85.347,156.66,176.88,459.72,276.72,121.18
2024-04-10,167.78,185.95,1322.37,409.11,,157.66,195.47,761.98,423.26,87.0319,157.24,171.76,450.05,274.48,122.2
2024-04-11,175.04,189.05,1382.46,407.61,,160.79,195.43,759.59,427.93,90.6086,155.84,174.6,441.72,275.68,121.79
2024-04-12,176.55,186.13,1344.07,403.26,,159.19,182.79,751.64,421.9,88.1788,155.33,171.05,439.2,275.96,120.37
2024-04-15,172.69,183.62,1310.69,400.26,,156.33,182.89,750.77,413.64,85.9939,155.45,161.48,445.63,271.28,119.68
2024-04-16,169.38,183.32,1329.06,396.92,,156.0,180.8,746.74,414.58,87.4078,155.95,157.11,468.89,271.35,118.69
2024-04-17,168.0,181.28,1282.63,397.74,,156.88,180.08,750.77,411.84,84.0281,155.9535,155.45,478.99,272.69,118.63
2024-04-18,167.04,179.22,1258.99,399.89,,157.46,181.25,745.95,404.27,84.664,157.29,149.93,493.18,271.37,118.52
2024-04-19,165.0,174.63,1204.71,405.08,,155.72,185.8,726.31,399.12,76.1938,158.14,147.05,501.13,269.78,119.88
2024-04-22,165.84,177.23,1224.46,408.78,,157.95,189.41,731.33,400.96,79.5115,160.54,142.05,491.23,272.33,120.56
2024-04-23,166.9,179.54,1249.19,408.74,,159.92,192.14,745.69,407.57,82.4162,161.5,144.68,486.18,274.11,121.03
2024-04-24,169.02,176.59,1256.82,405.95,,161.1,193.08,732.2,409.06,79.6705,162.6,162.13,487.3,275.02,121.05
2024-04-25,169.89,173.67,1294.42,404.91,,157.95,193.37,724.87,399.04,82.6252,162.55,170.18,493.86,275.16,121.33
2024-04-26,169.3,179.62,1344.07,402.1,,173.69,193.49,733.51,406.32,87.7278,161.29,168.29,495.35,274.52,117.96
2024-04-29,173.5,180.96,1338.62,400.96,,167.9,193.28,737.2,402.25,87.7498,161.66,194.05,489.03,271.84,119.64
2024-04-30,170.33,175.0,1300.27,396.73,,164.64,191.74,781.1,389.33,86.3949,163.2,183.28,483.7,268.61,118.27
2024-05-01,169.3,179.0,1242.86,398.58,,165.57,191.86,776.75,394.94,83.0342,163.4,179.99,484.11,267.32,116.03
2024-05-02,173.03,184.72,1238.57,400.6,,168.46,191.66,755.91,397.84,85.81,163.84,180.01,492.97,267.61,116.24
2024-05-03,183.36,186.21,1278.11,400.87,,168.99,190.51,734.97,406.66,88.7817,164.46,181.19,492.45,268.49,116.0
2024-05-06,181.71,188.7,1310.31,404.92,,169.83,192.0,766.68,413.54,92.1324,164.44,184.76,494.38,272.67,116.75
2024-05-07,182.4,188.76,1303.11,406.14,,172.98,191.75,777.77,409.34,90.5466,165.76,177.81,500.96,276.46,116.17
2024-05-08,182.74,188.0,1325.37,406.37,,171.16,195.65,775.0,410.54,90.4046,165.07,174.72,503.21,277.19,116.15
2024-05-09,184.57,189.5,1305.67,408.82,,171.58,197.5,771.55,412.32,88.7397,166.04,171.97,507.03,278.54,118.44
2024-05-10,183.05,187.48,1332.8,412.05,,170.29,198.77,760.0,414.74,89.8706,166.85,168.47,512.81,280.74,117.96
2024-05-13,186.28,186.57,1337.51,411.22,,170.9,198.73,757.7,413.72,90.3916,165.87,171.89,511.74,279.39,116.96
2024-05-14,187.43,187.07,1380.03,410.24,,171.93,201.51,763.98,416.56,91.3485,165.76,177.55,513.88,277.74,117.67
2024-05-15,189.72,185.99,1436.17,412.76,,173.88,202.11,787.02,423.08,94.6222,166.51,173.99,517.55,281.5,118.58
2024-05-16,189.84,183.63,1412.13,413.12,,175.43,202.47,771.12,420.99,94.3513,167.86,174.84,521.27,279.84,117.87
2024-05-17,189.87,184.7,1395.29,416.94,,177.29,204.79,770.0,420.21,92.4714,167.64,177.46,524.63,280.1,119.64
2024-05-20,191.04,183.54,1414.03,413.0,,178.46,195.58,783.18,425.34,94.7722,167.31,174.95,517.23,278.54,118.67
2024-05-21,192.35,183.15,1399.2,414.37,,179.54,199.52,803.17,429.04,95.3782,168.35,186.6,523.55,275.95,117.85
2024-05-22,190.9,183.13,1392.24,413.99,,178.0,198.31,802.91,430.52,94.9422,167.81,180.11,521.35,275.58,115.48
2024-05-23,186.88,181.05,1393.29,405.88,,175.06,196.92,808.45,427.0,103.7905,165.49,173.74,516.83,274.23,113.51
2024-05-24,189.98,180.75,1407.84,407.41,,176.33,200.71,807.43,430.16,106.4603,165.33,179.24,508.17,274.49,113.42
2024-05-28,189.99,182.15,1412.45,403.9,,178.02,199.5,807.86,430.32,113.8916,163.11,176.75,503.68,270.98,114.86
2024-05-29,190.29,182.02,1390.67,404.09,,177.4,198.11,811.53,429.17,114.8156,161.65,176.19,484.72,268.86,113.63
2024-05-30,191.29,179.32,1364.08,408.61,,173.56,199.33,815.06,414.67,110.4909,162.58,178.79,481.65,271.3,113.99
2024-05-31,192.25,176.44,1328.55,414.4,,173.96,202.63,820.34,415.13,109.624,164.54,178.08,495.37,272.46,117.26
2024-06-03,194.03,178.34,1321.9,414.79,,174.42,201.82,831.26,413.52,114.9906,164.65,176.29,497.44,270.38,114.45
2024-06-04,194.35,179.34,1330.82,409.53,,175.13,199.16,832.59,416.07,116.4274,167.01,174.77,505.49,272.42,112.67
2024-06-05,195.87,181.28,1413.09,409.85,,177.07,197.26,831.76,424.01,122.4299,166.05,175.0,503.12,274.5,113.12
2024-06-06,194.48,185.0,1401.27,411.08,,178.35,196.91,837.29,424.52,120.9881,168.47,177.94,501.92,277.04,113.97
2024-06-07,196.89,184.3,1406.64,413.72,,175.5499,199.95,849.99,423.85,120.8781,167.06,177.48,490.69,278.67,112.75
2024-06-10,193.12,187.06,1440.47,410.81,,176.63,199.61,865.0,427.87,121.78,167.35,173.79,495.0,275.04,113.08
2024-06-11,207.15,187.23,1461.03,408.5,,178.19,194.36,865.82,432.68,120.91,167.48,170.66,496.22,274.67,112.17
2024-06-12,213.07,186.89,1495.51,408.77,,179.56,191.53,867.3,441.06,125.2,165.18,177.29,493.07,270.32,110.93
2024-06-13,214.24,183.83,1678.99,405.92,,176.74,193.66,883.33,441.58,129.61,166.41,182.47,497.3,271.19,110.04
2024-06-14,212.49,183.66,1735.04,405.54,,178.37,193.78,878.45,442.57,131.88,166.79,178.01,492.92,270.66,109.11
2024-06-17,216.67,184.06,1828.87,407.32,,178.78,194.98,885.01,448.37,130.98,167.5,187.44,489.23,271.17,108.36
2024-06-18,214.29,182.81,1802.52,407.95,,176.45,197.0,891.46,446.34,135.58,168.56,184.86,481.05,273.62,109.38
2024-06-20,209.68,186.1,1734.5601,409.15,,177.71,198.67,885.99,445.7,130.78,167.67,181.57,484.52,276.82,111.74
2024-06-21,207.49,189.08,1653.38,409.62,,180.26,196.3,883.88,449.78,126.57,168.26,183.01,482.59,275.22,110.76
2024-06-24,208.14,185.57,1592.21,413.98,,180.79,198.88,890.11,447.67,118.11,168.45,182.58,489.98,276.3,114.05
2024-06-25,209.07,186.34,1580.79,410.97,,185.58,198.07,904.61,450.95,126.09,166.85,187.35,484.5,273.53,114.37
2024-06-26,213.25,193.61,1592.0,410.26,,185.37,197.43,901.26,452.16,126.4,167.45,196.37,484.04,273.6,114.41
2024-06-27,214.1,197.85,1586.66,407.95,,186.86,199.17,909.04,452.85,123.99,166.62,197.42,486.44,266.59,114.9
2024-06-28,210.62,193.25,1605.53,406.8,,183.42,202.26,905.38,446.95,123.54,164.92,197.88,509.26,262.47,115.12
2024-07-01,216.75,197.2,1640.8,405.19,,184.49,205.45,914.37,456.73,124.3,162.72,209.86,494.65,263.24,114.96
2024-07-02,220.27,200.0,1657.48,407.1,,186.61,208.83,906.71,459.28,122.67,163.9,231.26,498.24,268.23,114.18
2024-07-03,221.55,197.59,1729.22,405.77,,187.39,208.69,898.1,460.77,128.28,163.83,246.39,489.89,268.99,114.76
2024-07-05,226.34,200.0,1703.3101,411.17,,191.96,204.79,914.57,467.56,125.83,165.21,251.52,488.01,270.36,113.37
2024-07-08,227.82,199.29,1745.86,409.08,,190.48,205.17,918.0,466.24,128.2,166.52,252.94,489.34,266.4,112.18
2024-07-09,228.68,199.34,1733.3101,410.52,,190.44,207.63,932.5,459.54,131.38,165.66,262.33,492.11,265.44,110.94
2024-07-10,232.98,199.79,1744.6899,413.79,,192.66,207.8,939.78,466.25,134.91,166.8,263.26,500.93,263.0,111.92
2024-07-11,227.57,195.05,1705.95,418.78,,187.3,207.45,934.14,454.7,127.4,165.54,241.03,504.36,262.55,113.25
2024-07-12,230.54,194.49,170.087,424.44,,186.78,204.94,948.4,453.55,129.24,166.61,248.23,511.53,265.74,113.27
2024-07-15,234.4,192.72,171.42,434.42,,188.19,210.05,950.46,453.96,128.44,164.58,252.64,515.37,268.45,115.21
2024-07-16,234.82,193.02,169.32,438.9,,185.5,213.62,941.6,449.52,126.36,166.95,256.56,548.87,269.25,116.04
2024-07-17,228.88,187.93,155.98,445.61,,182.62,216.87,905.59,443.52,117.99,169.44,248.5,573.28,272.7,117.64
2024-07-18,224.18,183.75,160.52,441.82,,179.22,209.98,848.9,440.37,121.09,167.4335,249.23,564.34,269.15,118.8
2024-07-19,224.31,183.13,157.35,434.47,,179.39,209.78,857.47,437.11,117.93,167.96,239.2,565.33,265.46,116.07
2024-07-22,223.96,182.55,161.06,435.98,,183.35,210.28,865.97,442.94,123.54,168.25,251.51,558.53,267.71,115.27
2024-07-23,225.01,186.41,163.77,434.01,,183.6,210.33,878.29,444.85,122.59,166.62,246.38,554.7,264.79,113.41
2024-07-24,218.54,180.83,151.34,432.8,,174.37,208.59,859.88,428.9,114.25,168.0,215.99,559.75,254.17,115.01
2024-07-25,217.49,179.85,149.26,433.29,,169.16,208.67,821.19,418.4,112.28,166.9,220.25,559.68,253.74,117.43
2024-07-26,217.96,182.5,151.63,437.66,,168.68,212.24,804.62,425.27,113.06,169.11,219.8,569.72,259.46,117.33
2024-07-29,218.24,183.2,150.22,438.31,,171.13,210.85,807.79,426.73,111.59,169.93,232.1,566.75,261.6,116.1
2024-07-30,218.8,181.71,143.52,441.26,,171.86,215.19,790.21,422.92,103.73,161.7,222.62,576.33,263.1,118.17
2024-07-31,222.08,186.98,160.68,438.5,,173.15,212.8,804.27,418.35,117.02,160.76,232.07,576.16,265.67,118.59
2024-08-01,218.36,184.07,147.02,431.81,,172.45,207.96,832.44,417.11,109.21,165.69,216.86,572.77,265.93,116.95
2024-08-02,219.86,167.9,143.82,428.36,,168.4,199.14,804.46,408.49,107.27,170.08,207.67,589.83,266.58,116.88
2024-08-05,209.27,161.02,142.08,413.72,,160.64,194.9,775.26,395.15,100.45,168.06,198.88,569.96,256.44,114.77
2024-08-06,207.23,161.93,143.92,422.14,,160.54,200.34,793.18,399.61,104.25,168.09,200.64,568.35,258.26,114.16
2024-08-07,209.82,162.77,136.27,427.02,,160.75,200.4,772.14,398.43,98.91,170.02,191.76,566.08,256.52,115.68
2024-08-08,213.31,165.8,145.74,431.54,,163.84,204.06,845.31,402.69,104.97,170.87,198.84,566.24,258.79,117.89
2024-08-09,215.99,166.94,148.26,431.67,,165.39,205.8,891.68,406.02,104.75,170.54,200.0,558.76,259.76,118.85
2024-08-12,217.53,166.8,148.62,430.39,,163.95,206.19,884.38,406.81,109.02,166.81,197.49,565.29,259.89,119.0
2024-08-13,221.27,170.23,156.16,432.41,,165.93,207.94,908.05,414.01,116.14,167.29,207.83,574.24,260.13,117.86
2024-08-14,221.72,170.1,157.69,438.47,,162.03,210.24,930.38,416.11,118.08,168.8,201.38,579.67,261.14,117.05
2024-08-15,224.72,177.59,166.13,440.84,,163.17,211.55,931.58,421.03,122.86,167.92,214.14,579.61,266.8,118.73
2024-08-16,226.05,177.06,165.72,444.51,,164.74,213.97,922.12,418.47,124.58,167.89,216.12,577.68,267.38,118.17
2024-08-19,225.89,178.22,167.71,448.77,,168.4,215.45,921.81,421.53,130.0,168.42,222.72,578.78,266.47,118.53
2024-08-20,226.51,178.88,165.95,448.36,,168.96,214.52,949.97,424.8,127.25,170.41,221.1,580.65,268.04,114.58
2024-08-21,226.4,180.11,165.78,446.6,,167.63,214.6,951.97,424.14,128.5,170.16,223.27,578.07,268.2,113.85
2024-08-22,224.53,176.13,162.34,449.03,,165.49,216.63,954.17,415.55,123.74,170.15,210.66,578.72,267.94,114.73
2024-08-23,226.84,177.04,166.36,453.38,,167.43,218.31,952.74,416.79,129.37,169.17,220.32,584.51,267.44,116.32
2024-08-26,227.18,175.5,159.62,454.49,,167.93,219.17,950.53,413.49,126.46,170.35,213.21,587.13,268.21,118.81
2024-08-27,228.03,173.12,161.39,460.63,,166.38,220.18,954.48,413.84,128.3,169.25,209.21,587.35,270.72,117.68
2024-08-28,226.49,170.8,158.18,464.59,,164.5,221.29,948.94,410.6,125.61,169.06,205.75,588.54,269.19,116.52
2024-08-29,229.79,172.12,156.93,468.37,,163.4,222.21,940.2,413.12,117.59,170.03,206.28,591.57,274.32,118.13
2024-08-30,229.0,178.5,162.82,475.92,,165.11,224.8,960.02,417.14,119.37,171.54,214.11,590.2,276.37,117.94
2024-09-03,222.77,176.25,152.79,476.83,,158.61,220.3,956.53,409.44,108.0,174.52,210.6,598.68,278.54,115.47
2024-09-04,220.85,173.33,154.12,478.57,,157.81,219.33,946.31,408.9,106.21,175.9,219.41,604.18,280.49,114.06
2024-09-05,222.38,177.89,152.82,464.92,,158.6,217.63,912.75,408.39,107.21,175.47,230.17,595.49,278.62,113.17
2024-09-06,220.82,171.39,136.995,459.42,,151.93,212.46,902.71,401.7,102.83,175.59,210.73,596.88,279.37,112.64
2024-09-09,220.91,175.4,140.82,459.61,,149.54,216.81,908.27,405.72,106.47,176.06,216.27,594.1,285.61,115.01
2024-09-10,220.11,179.55,148.21,458.92,,150.01,205.56,901.25,414.2,108.1,177.79,226.17,599.03,285.34,110.82
2024-09-11,222.66,184.52,158.27,453.1,,152.15,207.23,920.89,423.04,116.9,173.92,228.13,589.75,283.96,109.72
2024-09-12,222.77,187.0,164.56,450.87,,155.54,206.6,935.02,427.0,119.14,173.47,229.81,588.42,285.37,111.23
2024-09-13,222.5,186.49,167.69,447.61,,158.37,204.32,923.71,430.59,119.1,174.08,230.29,590.12,287.35,111.15
2024-09-16,216.32,184.89,164.02,451.78,,158.99,207.86,923.54,431.34,116.78,177.24,226.78,589.14,290.48,112.71
2024-09-17,216.79,186.88,162.47,456.68,,160.28,209.25,906.18,435.15,115.59,175.88,227.87,577.96,291.56,114.18
2024-09-18,220.69,186.43,161.14,456.6,,160.81,207.53,904.97,430.81,113.37,173.92,227.2,580.65,288.48,114.58
2024-09-19,228.87,189.87,167.42,459.71,,163.24,210.48,915.04,438.69,117.87,171.54,243.92,577.07,285.24,116.0
2024-09-20,228.2,191.6,171.1,455.31,,164.64,211.09,921.49,435.27,116.0,174.22,238.25,575.0,284.77,115.27
2024-09-23,226.47,193.88,172.94,454.98,,163.07,211.44,918.52,433.51,116.26,173.77,250.0,573.41,288.63,117.36
2024-09-24,227.37,193.96,174.84,454.56,,163.64,211.59,924.43,429.17,120.87,173.24,254.27,575.19,272.78,117.05
2024-09-25,226.37,192.53,175.52,452.36,,162.99,210.19,924.56,432.11,123.51,172.26,257.02,576.31,269.63,114.77
2024-09-26,227.52,191.16,178.09,454.18,,163.83,209.78,909.32,431.31,124.04,173.21,254.22,574.81,271.69,112.8
2024-09-27,227.79,187.97,172.69,457.47,,165.29,210.5,877.79,428.02,121.4,173.55,260.46,581.85,275.17,115.82
2024-09-30,233.0,186.33,172.5,460.26,,167.19,210.86,885.94,430.3,121.44,173.2,261.63,584.68,274.95,117.22
